,MLMP (Bagging),HLM_ELM
0,0.647962962962963,0.732037037037037
0,0.6857407407407408,0.7675925925925926
0,0.6474074074074074,0.7342592592592592
0,0.6065094339622642,0.7130188679245283
0,0.5349056603773585,0.6414150943396226
