,MLMP (Bagging),HLM_ELM
0,0.8074074074074074,0.8695392242636337
0,0.6455223880597015,0.6868022094253143
0,0.7238805970149254,0.7474438829474674
0,0.837037037037037,0.6377397160005855
0,0.6888888888888889,0.6453959888742498
